303,95,391.81,2012-05-26
250,40,300.32,2012-05-26
250,101,417.08,2012-05-26
177,74,146.97,2012-05-27
71,8,85.97,2012-05-27
71,76,105.92,2012-05-27
45,26,232.59,2012-05-27
45,70,73.99,2012-05-27
45,50,98.25,2012-05-27
10,79,95.12,2012-05-27
260,61,46.63,2012-05-28
260,4,41.29,2012-05-28
426,48,104.0,2012-05-28
426,45,83.93,2012-05-28
426,16,185.51,2012-05-28
155,10,89.75,2012-05-28
237,98,420.54,2012-05-28
237,74,146.97,2012-05-28
359,31,258.52,2012-05-29
291,43,85.54,2012-05-29
291,85,58.2,2012-05-29
291,103,409.04,2012-05-29
359,17,178.64,2012-05-29
232,96,408.33,2012-05-29
232,9,91.0,2012-05-29
114,11,85.5,2012-05-30
114,84,57.72,2012-05-30
114,101,417.08,2012-05-30
34,30,260.32,2012-05-30
34,76,105.92,2012-05-30
34,70,73.99,2012-05-30
292,46,105.52,2012-05-30
292,77,105.61,2012-05-30
179,38,318.38,2012-05-30
179,40,300.32,2012-05-30
286,70,73.99,2012-05-31
286,88,59.9,2012-05-31
286,65,64.08,2012-05-31
7,26,232.59,2012-05-31
7,64,59.71,2012-05-31
7,16,185.51,2012-05-31
55,56,90.1,2012-05-31
335,92,41.11,2012-06-01
335,37,328.05,2012-06-01
335,80,123.42,2012-06-01
286,88,59.9,2012-06-01
301,70,73.99,2012-06-01
301,26,232.59,2012-06-01
301,100,417.73,2012-06-01
311,39,301.55,2012-06-01
344,51,78.93,2012-06-01
14,48,104.0,2012-06-01
14,77,105.61,2012-06-01
14,5,39.33,2012-06-01
191,53,78.48,2012-06-02
191,93,39.73,2012-06-02
278,86,63.23,2012-06-02
278,45,83.93,2012-06-02
278,17,178.64,2012-06-02
112,19,184.2,2012-06-03
112,10,89.75,2012-06-03
112,54,75.76,2012-06-03
284,9,91.0,2012-06-03
317,4,41.29,2012-06-03
317,74,146.97,2012-06-03
317,39,301.55,2012-06-03
206,8,85.97,2012-06-04
330,58,84.83,2012-06-04
195,11,85.5,2012-06-04
273,15,95.57,2012-06-04
273,16,185.51,2012-06-04
258,75,98.33,2012-06-04
258,68,73.89,2012-06-04
258,81,126.86,2012-06-04
14,83,119.41,2012-06-05
14,50,94.0,2012-06-05
14,51,82.36,2012-06-05
329,75,98.33,2012-06-05
386,52,72.88,2012-06-05
386,62,47.13,2012-06-05
386,70,73.99,2012-06-05
243,44,81.06,2012-06-05
243,13,102.22,2012-06-05
243,8,86.34,2012-06-05
441,5,39.33,2012-06-06
441,91,41.26,2012-06-06
441,95,373.35,2012-06-06
353,28,262.76,2012-06-06
243,27,221.6,2012-06-06
243,48,99.88,2012-06-06
175,69,80.2,2012-06-06
433,32,263.91,2012-06-07
433,31,258.52,2012-06-07
116,28,262.76,2012-06-07
116,54,79.05,2012-06-07
323,85,57.04,2012-06-07
323,74,142.34,2012-06-07
323,6,40.54,2012-06-07
448,66,63.53,2012-06-08
364,38,327.4,2012-06-08
364,103,431.51,2012-06-08
364,67,59.96,2012-06-08
15,65,62.72,2012-06-08
15,24,225.65,2012-06-08
15,85,57.04,2012-06-08
61,101,413.85,2012-06-08
61,59,86.52,2012-06-08
195,62,47.13,2012-06-09
436,97,429.03,2012-06-09
436,94,381.74,2012-06-09
436,56,85.88,2012-06-09
71,5,39.33,2012-06-09
115,77,105.61,2012-06-09
115,33,241.89,2012-06-09
115,67,59.96,2012-06-09
184,82,121.04,2012-06-09
422,77,105.61,2012-06-09
187,85,57.04,2012-06-10
362,85,57.04,2012-06-10
8,58,84.83,2012-06-10
8,9,91.0,2012-06-10
8,45,87.12,2012-06-10
96,2,23.86,2012-06-10
96,22,233.66,2012-06-10
96,76,107.94,2012-06-10
134,85,57.04,2012-06-11
38,30,260.32,2012-06-11
38,24,225.65,2012-06-11
38,102,448.44,2012-06-11
186,24,225.65,2012-06-11
186,42,85.15,2012-06-11
281,64,60.12,2012-06-11
281,22,233.66,2012-06-11
195,6,40.54,2012-06-12
195,21,194.29,2012-06-12
199,85,57.04,2012-06-12
272,89,60.28,2012-06-12
272,66,63.53,2012-06-12
272,90,40.76,2012-06-12
40,66,63.53,2012-06-12
40,78,97.68,2012-06-12
295,101,413.85,2012-06-12
421,85,57.04,2012-06-12
421,9,91.0,2012-06-12
93,95,373.35,2012-06-13
287,66,63.53,2012-06-13
25,10,89.75,2012-06-13
25,11,86.72,2012-06-13
25,8,86.34,2012-06-13
107,27,221.6,2012-06-13
423,40,300.32,2012-06-13
160,5,39.33,2012-06-13
160,61,46.63,2012-06-13
160,18,180.55,2012-06-13
182,92,43.34,2012-06-14
98,71,148.48,2012-06-14
336,95,373.35,2012-06-14
338,9,91.0,2012-06-14
105,4,42.61,2012-06-14
105,72,145.77,2012-06-14
105,84,58.17,2012-06-14
400,99,403.64,2012-06-14
335,28,262.76,2012-06-14
335,57,93.82,2012-06-14
254,65,62.72,2012-06-15
254,36,230.23,2012-06-15
254,72,145.77,2012-06-15
296,5,39.33,2012-06-15
296,78,97.68,2012-06-15
192,2,23.86,2012-06-15
275,33,241.89,2012-06-16
275,97,429.03,2012-06-16
398,83,119.41,2012-06-16
398,36,230.23,2012-06-16
166,13,102.22,2012-06-16
166,57,93.82,2012-06-16
151,19,194.8,2012-06-16
151,91,41.26,2012-06-16
151,57,93.82,2012-06-16
175,16,185.51,2012-06-17
175,56,85.88,2012-06-17
175,93,38.16,2012-06-17
324,35,214.67,2012-06-17
390,50,94.0,2012-06-17
390,100,402.36,2012-06-17
390,4,42.61,2012-06-17
10,9,91.0,2012-06-17
10,15,92.91,2012-06-17
10,78,97.68,2012-06-17
29,70,73.99,2012-06-18
29,14,97.36,2012-06-18
338,43,85.54,2012-06-18
377,3,26.68,2012-06-18
377,52,72.88,2012-06-18
16,85,57.04,2012-06-18
16,76,107.94,2012-06-18
16,12,91.11,2012-06-18
405,4,42.61,2012-06-18
60,101,413.85,2012-06-18
60,91,41.26,2012-06-18
60,18,180.55,2012-06-18
26,54,79.05,2012-06-19
26,90,40.76,2012-06-19
26,57,93.82,2012-06-19
141,22,233.66,2012-06-19
141,63,44.1,2012-06-19
141,52,72.88,2012-06-19
96,55,73.2,2012-06-19
96,13,102.22,2012-06-19
67,41,334.01,2012-06-19
67,2,23.86,2012-06-19
67,56,85.88,2012-06-19
42,23,209.9,2012-06-20
231,81,126.86,2012-06-20
337,63,44.1,2012-06-20
149,31,258.52,2012-06-20
149,42,85.15,2012-06-20
82,52,72.88,2012-06-20
82,86,63.23,2012-06-20
82,31,258.52,2012-06-20
398,29,264.3,2012-06-20
321,56,85.88,2012-06-21
321,92,43.34,2012-06-21
169,51,82.36,2012-06-21
169,53,78.97,2012-06-21
328,39,309.15,2012-06-21
328,99,403.64,2012-06-21
19,45,87.12,2012-06-21
19,14,97.36,2012-06-21
19,81,126.86,2012-06-21
422,61,46.63,2012-06-21
422,80,120.2,2012-06-21
203,74,142.34,2012-06-22
203,46,103.79,2012-06-22
359,80,120.2,2012-06-22
359,8,86.34,2012-06-22
359,84,58.17,2012-06-22
94,63,44.1,2012-06-22
94,79,95.42,2012-06-22
94,96,431.7,2012-06-22
68,100,402.36,2012-06-23
405,61,46.63,2012-06-23
405,18,180.55,2012-06-23
195,76,107.94,2012-06-23
408,44,81.06,2012-06-23
132,26,232.59,2012-06-23
238,31,258.52,2012-06-23
238,3,26.68,2012-06-23
150,87,66.25,2012-06-24
304,6,40.54,2012-06-24
304,81,126.86,2012-06-24
46,38,327.4,2012-06-24
300,61,46.63,2012-06-24
409,3,26.68,2012-06-24
409,16,185.51,2012-06-24
409,100,402.36,2012-06-24
78,57,93.82,2012-06-25
203,96,431.7,2012-06-25
80,77,105.61,2012-06-25
80,42,85.15,2012-06-25
317,49,109.63,2012-06-25
265,27,221.6,2012-06-25
265,50,94.0,2012-06-25
265,41,334.01,2012-06-25
63,89,60.28,2012-06-26
63,19,194.8,2012-06-26
63,71,148.48,2012-06-26
353,66,63.53,2012-06-26
273,85,57.04,2012-06-26
273,59,86.52,2012-06-26
49,54,79.05,2012-06-27
49,79,95.42,2012-06-27
49,78,97.68,2012-06-27
121,21,194.29,2012-06-27
127,35,214.67,2012-06-27
127,20,195.53,2012-06-27
322,20,195.53,2012-06-27
322,68,78.15,2012-06-27
150,63,44.1,2012-06-27
425,18,180.55,2012-06-28
91,43,85.54,2012-06-28
128,84,58.17,2012-06-28
128,45,87.12,2012-06-28
376,25,227.61,2012-06-28
376,51,82.36,2012-06-28
289,38,327.4,2012-06-29
289,29,264.3,2012-06-29
122,7,41.48,2012-06-29
164,10,89.75,2012-06-29
37,55,73.2,2012-06-29
37,84,58.17,2012-06-29
402,24,225.65,2012-06-29
402,70,73.99,2012-06-29
402,61,46.63,2012-06-29
261,61,46.63,2012-06-29
261,81,126.86,2012-06-29
403,98,429.1,2012-06-30
190,99,403.64,2012-06-30
190,48,99.88,2012-06-30
416,83,119.41,2012-06-30
193,62,47.13,2012-06-30
193,68,78.15,2012-06-30
120,26,232.59,2012-06-30
120,92,43.34,2012-06-30
120,40,300.32,2012-06-30
112,64,60.12,2012-07-01
13,57,93.82,2012-07-01
121,21,194.29,2012-07-01
204,73,152.49,2012-07-01
175,66,63.53,2012-07-01
175,54,79.05,2012-07-01
175,94,381.74,2012-07-01
331,13,102.22,2012-07-02
331,33,241.89,2012-07-02
331,28,262.76,2012-07-02
32,38,327.4,2012-07-02
92,55,73.2,2012-07-02
92,77,105.61,2012-07-02
31,60,94.38,2012-07-03
330,102,467.03,2012-07-03
330,86,63.23,2012-07-03
330,11,90.49,2012-07-03
97,58,85.87,2012-07-03
97,76,109.27,2012-07-03
14,78,100.55,2012-07-04
276,12,91.11,2012-07-04
276,89,63.31,2012-07-04
280,95,355.8,2012-07-04
280,8,86.34,2012-07-04
364,77,103.76,2012-07-04
364,30,256.03,2012-07-04
253,5,41.26,2012-07-05
253,95,355.8,2012-07-05
345,61,46.63,2012-07-05
378,92,42.14,2012-07-05
378,53,80.0,2012-07-05
430,101,436.15,2012-07-05
19,70,73.99,2012-07-05
19,58,85.87,2012-07-05
60,98,429.1,2012-07-06
60,41,334.01,2012-07-06
60,65,64.93,2012-07-06
136,89,63.31,2012-07-06
136,85,57.04,2012-07-06
155,79,95.42,2012-07-06
155,7,42.11,2012-07-06
155,63,42.0,2012-07-06
100,31,258.52,2012-07-07
100,12,91.11,2012-07-07
100,26,232.59,2012-07-07
128,53,80.0,2012-07-07
128,6,42.56,2012-07-07
162,35,214.67,2012-07-07
162,48,95.42,2012-07-07
2,62,47.13,2012-07-07
2,55,73.2,2012-07-07
2,21,189.01,2012-07-07
433,41,334.01,2012-07-08
433,5,41.26,2012-07-08
433,48,95.42,2012-07-08
395,91,41.05,2012-07-08
395,44,83.61,2012-07-08
395,48,95.42,2012-07-08
63,35,214.67,2012-07-09
63,61,46.63,2012-07-09
63,93,38.16,2012-07-09
343,62,47.13,2012-07-09
215,27,221.6,2012-07-09
215,53,80.0,2012-07-09
204,2,24.81,2012-07-09
19,4,43.41,2012-07-10
220,20,195.53,2012-07-10
220,91,41.05,2012-07-10
220,81,126.86,2012-07-10
172,15,92.91,2012-07-10
172,49,104.28,2012-07-10
172,42,85.15,2012-07-10
275,86,63.23,2012-07-10
275,90,40.76,2012-07-10
275,53,80.0,2012-07-10
249,82,117.89,2012-07-11
249,70,73.99,2012-07-11
31,3,26.37,2012-07-11
31,100,402.36,2012-07-11
31,103,431.51,2012-07-11
367,81,126.86,2012-07-11
66,67,62.5,2012-07-11
390,84,61.54,2012-07-11
266,12,91.11,2012-07-12
266,65,64.93,2012-07-12
266,30,256.03,2012-07-12
287,78,100.55,2012-07-12
134,37,329.44,2012-07-12
134,63,42.0,2012-07-12
134,78,100.55,2012-07-12
378,11,90.49,2012-07-13
378,66,63.53,2012-07-13
30,76,109.27,2012-07-13
30,89,63.31,2012-07-13
295,42,85.15,2012-07-13
295,40,300.32,2012-07-13
424,28,263.06,2012-07-14
424,33,241.89,2012-07-14
424,20,195.53,2012-07-14
289,103,431.51,2012-07-14
289,7,42.11,2012-07-14
289,87,64.13,2012-07-14
313,45,87.12,2012-07-14
213,38,311.16,2012-07-14
213,10,89.11,2012-07-14
213,42,85.15,2012-07-14
317,43,85.54,2012-07-15
317,69,80.16,2012-07-15
75,34,218.86,2012-07-15
75,79,95.42,2012-07-15
75,22,238.81,2012-07-15
446,26,232.59,2012-07-15
446,49,104.28,2012-07-15
352,79,95.42,2012-07-16
352,88,63.17,2012-07-16
352,78,100.55,2012-07-16
213,59,86.52,2012-07-16
213,88,63.17,2012-07-16
150,10,89.11,2012-07-16
150,60,94.38,2012-07-16
150,33,241.89,2012-07-16
88,5,41.26,2012-07-17
88,100,402.36,2012-07-17
88,7,42.11,2012-07-17
238,103,431.51,2012-07-17
238,95,355.8,2012-07-17
238,15,92.91,2012-07-17
404,52,75.85,2012-07-17
17,78,100.55,2012-07-18
375,80,120.2,2012-07-18
289,63,42.0,2012-07-18
436,19,194.8,2012-07-18
436,8,86.34,2012-07-18
39,86,63.23,2012-07-18
39,8,86.34,2012-07-18
16,93,38.16,2012-07-19
16,41,334.01,2012-07-19
16,53,80.0,2012-07-19
67,13,106.23,2012-07-19
67,18,185.77,2012-07-19
67,38,311.16,2012-07-19
299,91,41.05,2012-07-19
299,55,73.2,2012-07-19
327,62,47.13,2012-07-19
332,43,85.54,2012-07-20
327,27,221.6,2012-07-20
327,56,85.88,2012-07-20
212,6,42.56,2012-07-20
212,102,467.03,2012-07-20
383,61,46.63,2012-07-20
383,73,157.92,2012-07-20
50,25,219.73,2012-07-20
118,97,429.03,2012-07-20
118,70,73.99,2012-07-20
355,19,194.8,2012-07-21
355,78,100.55,2012-07-21
355,53,80.0,2012-07-21
419,74,147.5,2012-07-21
426,40,300.32,2012-07-21
426,71,148.48,2012-07-21
426,50,94.0,2012-07-21
424,56,85.88,2012-07-22
424,20,195.53,2012-07-22
424,31,258.52,2012-07-22
272,40,300.32,2012-07-22
272,26,232.59,2012-07-22
272,9,91.0,2012-07-22
197,66,63.53,2012-07-22
197,16,187.27,2012-07-22
197,61,46.63,2012-07-22
342,71,148.48,2012-07-23
342,33,241.89,2012-07-23
342,23,209.9,2012-07-23
136,54,79.61,2012-07-23
136,5,41.26,2012-07-23
136,30,256.03,2012-07-23
243,74,147.5,2012-07-23
243,55,73.2,2012-07-23
321,52,75.85,2012-07-23
321,13,106.23,2012-07-23
321,81,126.86,2012-07-23
43,77,103.76,2012-07-24
43,44,83.61,2012-07-24
43,75,98.33,2012-07-24
428,69,80.16,2012-07-24
428,34,218.86,2012-07-24
428,103,431.51,2012-07-24
231,59,86.52,2012-07-24
231,49,104.28,2012-07-24
231,25,219.73,2012-07-24
426,24,225.65,2012-07-25
426,47,104.28,2012-07-25
408,20,195.53,2012-07-25
175,35,214.67,2012-07-25
175,79,95.42,2012-07-25
146,25,219.73,2012-07-25
146,88,63.17,2012-07-25
146,26,232.59,2012-07-25
387,5,41.26,2012-07-26
387,38,311.16,2012-07-26
387,68,76.27,2012-07-26
227,85,57.04,2012-07-26
227,101,436.15,2012-07-26
227,56,85.88,2012-07-26
15,56,85.88,2012-07-27
15,7,42.11,2012-07-27
15,57,93.64,2012-07-27
225,97,429.03,2012-07-27
225,3,26.37,2012-07-27
225,7,42.11,2012-07-27
106,11,90.49,2012-07-27
106,53,80.0,2012-07-27
106,63,42.0,2012-07-27
242,82,117.89,2012-07-28
242,103,431.51,2012-07-28
242,34,218.86,2012-07-28
447,84,61.54,2012-07-28
156,18,185.77,2012-07-28
156,35,214.67,2012-07-28
395,51,79.76,2012-07-29
395,23,209.9,2012-07-29
395,6,42.56,2012-07-29
381,78,100.55,2012-07-29
381,97,429.03,2012-07-29
381,81,126.86,2012-07-29
434,48,95.42,2012-07-29
163,42,85.15,2012-07-29
163,47,104.28,2012-07-29
99,77,103.76,2012-07-29
99,81,126.86,2012-07-29
99,36,230.23,2012-07-29
69,100,402.36,2012-07-30
69,11,90.49,2012-07-30
69,34,218.86,2012-07-30
88,6,42.56,2012-07-30
88,77,103.76,2012-07-30
88,88,63.17,2012-07-30
93,5,41.26,2012-07-30
93,14,95.01,2012-07-30
46,14,95.01,2012-07-31
127,40,300.32,2012-07-31
127,89,63.31,2012-07-31
5,26,232.59,2012-07-31
5,61,46.63,2012-07-31
5,42,85.15,2012-07-31
365,42,85.15,2012-07-31
390,13,106.23,2012-07-31
390,101,436.15,2012-07-31
391,81,126.86,2012-07-31
179,39,295.71,2012-08-01
179,69,80.16,2012-08-01
54,66,63.53,2012-08-01
54,81,126.86,2012-08-01
54,102,467.03,2012-08-01
216,36,230.23,2012-08-02
216,65,64.93,2012-08-02
216,43,85.54,2012-08-02
118,84,61.54,2012-08-02
96,91,41.05,2012-08-02
96,59,86.52,2012-08-02
81,92,42.14,2012-08-02
81,99,406.09,2012-08-02
81,21,189.01,2012-08-02
438,75,98.33,2012-08-03
438,18,185.77,2012-08-03
438,12,91.11,2012-08-03
222,17,178.64,2012-08-03
222,91,41.05,2012-08-03
196,22,238.81,2012-08-04
391,34,218.86,2012-08-04
391,82,117.89,2012-08-04
319,85,57.04,2012-08-04
319,102,467.03,2012-08-04
319,13,106.23,2012-08-04
72,44,83.61,2012-08-05
383,7,42.11,2012-08-05
383,92,42.14,2012-08-05
2,43,85.54,2012-08-05
2,49,104.28,2012-08-05
440,88,63.17,2012-08-05
440,100,402.36,2012-08-05
86,24,225.65,2012-08-05
299,5,41.26,2012-08-06
299,82,117.89,2012-08-06
299,42,85.15,2012-08-06
221,93,38.16,2012-08-06
221,24,225.65,2012-08-06
221,79,95.42,2012-08-06
164,95,355.8,2012-08-07
164,25,219.73,2012-08-07
164,60,94.38,2012-08-07
124,31,258.52,2012-08-07
388,94,381.92,2012-08-07
307,46,101.5,2012-08-07
307,47,104.19,2012-08-07
65,26,228.38,2012-08-08
345,5,41.34,2012-08-08
345,36,230.23,2012-08-08
345,3,25.29,2012-08-08
29,74,147.47,2012-08-08
344,77,102.97,2012-08-08
344,58,85.87,2012-08-08
344,18,192.85,2012-08-08
104,52,75.85,2012-08-09
104,86,61.88,2012-08-09
138,9,87.64,2012-08-09
138,24,225.65,2012-08-09
138,13,106.23,2012-08-09
53,5,41.34,2012-08-09
53,31,258.52,2012-08-09
53,91,41.35,2012-08-09
333,42,85.15,2012-08-09
84,15,92.91,2012-08-09
84,89,64.08,2012-08-09
84,5,41.34,2012-08-09
81,93,37.58,2012-08-10
81,7,42.11,2012-08-10
81,88,63.17,2012-08-10
111,15,92.91,2012-08-10
111,24,225.65,2012-08-10
111,98,429.1,2012-08-10
415,60,94.38,2012-08-10
415,75,102.87,2012-08-10
374,84,61.54,2012-08-11
226,6,44.63,2012-08-11
226,95,355.8,2012-08-11
420,77,102.97,2012-08-11
123,37,324.59,2012-08-11
123,12,91.11,2012-08-11
331,64,58.85,2012-08-11
8,45,85.36,2012-08-11
8,51,76.22,2012-08-11
8,33,246.56,2012-08-11
424,78,100.55,2012-08-12
424,79,98.77,2012-08-12
424,52,75.85,2012-08-12
425,82,122.29,2012-08-12
425,84,61.54,2012-08-12
425,41,320.86,2012-08-12
174,80,117.81,2012-08-12
174,93,37.58,2012-08-12
407,40,307.02,2012-08-12
407,58,85.87,2012-08-12
11,50,97.53,2012-08-13
139,93,37.58,2012-08-13
139,5,41.34,2012-08-13
139,70,73.13,2012-08-13
411,10,93.92,2012-08-13
411,4,43.41,2012-08-13
292,60,94.38,2012-08-14
385,26,228.38,2012-08-14
324,51,76.22,2012-08-14
324,23,209.9,2012-08-14
201,3,25.29,2012-08-14
201,4,43.41,2012-08-14
201,69,80.16,2012-08-14
179,45,85.36,2012-08-15
326,63,42.0,2012-08-15
326,27,221.6,2012-08-15
326,61,48.69,2012-08-15
238,81,125.78,2012-08-15
73,57,98.68,2012-08-15
73,22,242.13,2012-08-15
261,29,272.26,2012-08-16
207,79,98.77,2012-08-16
257,53,80.0,2012-08-16
257,21,200.32,2012-08-16
286,34,218.86,2012-08-16
82,13,106.23,2012-08-17
82,38,311.16,2012-08-17
82,96,414.48,2012-08-17
379,2,23.96,2012-08-17
214,9,87.64,2012-08-17
199,52,75.85,2012-08-17
199,10,93.92,2012-08-17
106,65,64.93,2012-08-17
106,69,80.16,2012-08-17
106,56,89.74,2012-08-17
338,57,98.68,2012-08-18
338,70,73.13,2012-08-18
68,94,381.92,2012-08-18
68,48,95.42,2012-08-18
295,32,270.23,2012-08-18
295,50,97.53,2012-08-18
295,41,320.86,2012-08-18
183,77,102.97,2012-08-19
183,66,64.68,2012-08-19
183,22,242.13,2012-08-19
71,73,157.92,2012-08-19
71,76,111.24,2012-08-19
71,103,412.41,2012-08-19
262,42,85.15,2012-08-20
132,46,101.5,2012-08-20
132,61,48.69,2012-08-20
132,32,270.23,2012-08-20
430,69,80.16,2012-08-20
430,29,272.26,2012-08-20
306,6,44.63,2012-08-21
306,64,58.85,2012-08-21
342,60,94.38,2012-08-21
342,65,64.93,2012-08-21
342,98,429.1,2012-08-21
348,58,85.87,2012-08-21
348,31,258.52,2012-08-21
348,29,272.26,2012-08-21
204,51,76.22,2012-08-21
204,75,102.87,2012-08-21
204,95,355.8,2012-08-21
397,24,225.65,2012-08-22
397,101,458.78,2012-08-22
269,63,42.0,2012-08-22
269,99,407.67,2012-08-22
200,100,425.92,2012-08-22
200,18,192.85,2012-08-22
200,77,102.97,2012-08-22
75,2,23.96,2012-08-22
75,4,43.41,2012-08-22
75,5,41.34,2012-08-22
282,84,61.54,2012-08-23
282,83,115.29,2012-08-23
282,9,87.64,2012-08-23
58,94,381.92,2012-08-23
124,89,64.08,2012-08-23
124,15,92.91,2012-08-23
41,66,64.68,2012-08-23
136,17,170.96,2012-08-23
136,52,75.85,2012-08-23
136,99,407.67,2012-08-23
329,5,41.34,2012-08-24
329,76,111.24,2012-08-24
329,12,91.11,2012-08-24
408,42,85.15,2012-08-24
408,40,307.02,2012-08-24
298,51,76.22,2012-08-24
298,50,97.53,2012-08-24
298,98,429.1,2012-08-24
44,44,83.61,2012-08-25
258,80,117.81,2012-08-25
255,32,270.23,2012-08-25
204,90,40.39,2012-08-25
78,79,98.77,2012-08-25
394,103,412.41,2012-08-25
169,35,221.41,2012-08-26
169,44,83.61,2012-08-26
274,82,122.29,2012-08-26
274,49,104.28,2012-08-26
274,20,200.93,2012-08-26
389,63,42.0,2012-08-26
389,38,311.16,2012-08-26
274,63,42.0,2012-08-26
274,92,42.14,2012-08-26
274,88,63.17,2012-08-26
187,53,80.0,2012-08-27
187,10,93.92,2012-08-27
187,14,97.94,2012-08-27
164,63,42.0,2012-08-27
164,27,221.6,2012-08-27
143,34,218.86,2012-08-27
77,7,42.11,2012-08-28
77,50,97.53,2012-08-28
169,100,425.92,2012-08-28
169,45,85.36,2012-08-28
293,45,85.36,2012-08-28
293,24,225.65,2012-08-28
293,16,198.48,2012-08-28
287,87,64.13,2012-08-29
76,69,80.16,2012-08-29
76,43,85.54,2012-08-29
248,66,64.68,2012-08-29
248,32,270.23,2012-08-29
380,32,270.23,2012-08-29
380,69,80.16,2012-08-29
380,50,97.53,2012-08-29
29,36,230.23,2012-08-30
283,54,79.61,2012-08-30
35,96,414.48,2012-08-30
35,29,272.26,2012-08-30
56,102,467.03,2012-08-30
119,23,209.9,2012-08-30
119,33,246.56,2012-08-30
393,67,65.32,2012-08-30
393,36,230.23,2012-08-30
186,95,355.8,2012-08-31
186,80,117.81,2012-08-31
186,92,42.14,2012-08-31
437,72,146.05,2012-08-31
